
####################################################################
# RUSAL NETWORK #
####################################################################
Line 1 on cod-cat3750.kraz.rusal.com
####################################################################
Authorized Access Only!
Attention! You.re connecting to private computer system.
All access and actions are logged!
If you.re not an authorized person, please disconnect immediately!
####################################################################

cod-cat3750#
terminal length 0
cod-cat3750#
show mac address-table
          Mac Address Table
-------------------------------------------

Vlan    Mac Address       Type        Ports
 111    0014.4ff8.fccf    DYNAMIC     Po16
 111    0014.4ff9.09e1    DYNAMIC     Po16
 111    0014.4ff9.60ee    DYNAMIC     Po16
 111    0014.4ff9.6bae    DYNAMIC     Po16
 111    0014.4ff9.7051    DYNAMIC     Po16
 111    0014.4ff9.7f44    DYNAMIC     Po16
 111    0014.4ff9.8a12    DYNAMIC     Po16
 111    0014.4ff9.b433    DYNAMIC     Po16
 111    0014.4ff9.b95c    DYNAMIC     Po16
 111    0014.4ff9.c373    DYNAMIC     Po16
 111    0014.4ff9.cddb    DYNAMIC     Po16
 111    0014.4ff9.e021    DYNAMIC     Po16
 111    0014.4ff9.e696    DYNAMIC     Po16
 111    0014.4ff9.f104    DYNAMIC     Po16
 111    0014.4ffa.0501    DYNAMIC     Po16
 111    0014.4ffa.0792    DYNAMIC     Po16
 111    0014.4ffa.1439    DYNAMIC     Po16
 111    0014.4ffa.1f81    DYNAMIC     Po16
 111    0014.4ffa.21bb    DYNAMIC     Po16
 111    0014.4ffa.3f4d    DYNAMIC     Po16
 111    0014.4ffa.4eb4    DYNAMIC     Po16
 111    0014.4ffa.52f5    DYNAMIC     Po16
 111    0014.4ffa.8547    DYNAMIC     Po16
 111    0014.4ffa.885e    DYNAMIC     Po16
 111    0014.4ffa.8dac    DYNAMIC     Po16
 111    0014.4ffa.a541    DYNAMIC     Po16
 111    0014.4ffa.b6bf    DYNAMIC     Po16
 111    0014.4ffa.bd3f    DYNAMIC     Po16
 111    0014.4ffa.c2f3    DYNAMIC     Po16
 111    0014.4ffa.f04b    DYNAMIC     Po16
 111    0014.4ffa.ff36    DYNAMIC     Po16
 111    0014.4ffb.1890    DYNAMIC     Po16
 111    0014.4ffb.291f    DYNAMIC     Po16
 111    0014.4ffb.335b    DYNAMIC     Po16
 111    0014.4ffb.3a76    DYNAMIC     Po16
 111    0014.4ffb.3ee4    DYNAMIC     Po16
 111    0014.4ffb.454e    DYNAMIC     Po16
 111    0014.4ffb.a608    DYNAMIC     Po16
 111    0014.4ffb.a976    DYNAMIC     Po16
 111    0014.4ffb.a9de    DYNAMIC     Po16
 111    0014.4ffb.b663    DYNAMIC     Po16
 111    0014.4ffb.ca7c    DYNAMIC     Po16
 111    0014.4ffb.cc73    DYNAMIC     Po16
 111    0014.4ffb.e58c    DYNAMIC     Po16
 111    0014.4ffb.e7a0    DYNAMIC     Po16
 111    0014.4ffb.f3df    DYNAMIC     Po16
 111    0015.176f.d41e    STATIC      Gi3/0/15 
 111    0017.a4aa.a231    STATIC      Gi5/0/17 
 111    0050.56ba.003f    DYNAMIC     Po16
 111    8c73.6ec0.0c64    DYNAMIC     Po19
 111    8c73.6ec0.0c65    DYNAMIC     Po19
 111    8c73.6ec0.0c66    DYNAMIC     Po19
 111    8c73.6ec0.0c67    DYNAMIC     Po19
 112    0003.ba09.c2d6    STATIC      Gi4/0/5 
 112    0003.ba54.b2fe    STATIC      Fa7/0/37 
 112    0005.1eb0.9279    STATIC      Fa7/0/40 
 112    0005.1eb1.5522    STATIC      Gi4/0/39 
 112    0005.1eb1.78ae    STATIC      Gi3/0/32 
 112    0005.1eb2.2703    STATIC      Gi4/0/40 
 112    0008.e3ff.fd90    DYNAMIC     Po16
 112    0010.4f06.5b3f    STATIC      Fa7/0/23 
 112    0010.4f07.c66a    STATIC      Fa7/0/17 
 112    0010.4f08.6334    STATIC      Fa7/0/14 
 112    0010.4f08.6436    STATIC      Fa7/0/15 
 112    0014.4f00.0b36    STATIC      Gi4/0/2 
 112    0014.4f80.4d11    STATIC      Fa7/0/13 
 112    0014.4f80.849d    STATIC      Fa7/0/11 
 112    0014.4ff1.ec8b    STATIC      Fa7/0/7 
 112    0060.1625.76a4    STATIC      Gi1/0/14 
 112    0060.1625.7b6a    STATIC      Gi1/0/6 
 112    00a0.b826.0c9c    STATIC      Fa7/0/9 
 112    00a0.b826.411e    STATIC      Fa7/0/29 
 112    00a0.b848.1a88    STATIC      Fa7/0/3 
 112    00a0.b848.215a    STATIC      Fa7/0/35 
 112    00b0.64fc.e167    STATIC      Fa7/0/18 
 112    0800.1bff.4c75    STATIC      Fa7/0/6 
 112    6cae.8b7e.adb5    STATIC      Gi4/0/17 
 112    e41f.1375.ecfc    STATIC      Fa7/0/32 
 118    0008.e3ff.fd90    DYNAMIC     Po16
 118    000b.cd6d.3023    STATIC      Gi3/0/44 
 118    000c.298a.d30f    DYNAMIC     Po16
 118    0011.0a5e.f3ac    STATIC      Gi3/0/13 
 118    0012.7990.af8d    DYNAMIC     Po4
 118    0012.79d8.27eb    STATIC      Gi2/0/24 
 118    001a.644e.91dc    DYNAMIC     Po16
 118    001a.644e.91de    DYNAMIC     Po16
 118    001b.7892.923a    DYNAMIC     Po16
 118    0021.5e88.72e0    DYNAMIC     Po16
 118    0021.5e88.82b8    DYNAMIC     Po16
 118    0021.5e98.dcc4    DYNAMIC     Po16
 118    0021.5e98.dcc6    DYNAMIC     Po16
 118    0021.5e98.df54    DYNAMIC     Po16
 118    0021.5e98.dfac    DYNAMIC     Po16
 118    0021.5e98.e06c    DYNAMIC     Po16
 118    0050.56a4.0405    DYNAMIC     Po16
 118    0050.56a4.0675    DYNAMIC     Po16
 118    0050.56a4.189f    DYNAMIC     Po16
 118    0050.56a4.20e6    DYNAMIC     Po16
 118    0050.56a4.24ad    DYNAMIC     Po16
 118    0050.56a4.2506    DYNAMIC     Po16
 118    0050.56a4.2507    DYNAMIC     Po16
 118    0050.56a4.2508    DYNAMIC     Po16
 118    0050.56a4.250f    DYNAMIC     Po16
 118    0050.56a4.2511    DYNAMIC     Po16
 118    0050.56a4.26cb    DYNAMIC     Po16
 118    0050.56a4.3a8c    DYNAMIC     Po16
 118    0050.56a4.3f0a    DYNAMIC     Po16
 118    0050.56a4.6fde    DYNAMIC     Po16
 118    0050.56ba.0008    DYNAMIC     Po16
 118    0050.56ba.000c    DYNAMIC     Po16
 118    0050.56ba.000f    DYNAMIC     Po16
 118    0050.56ba.003d    DYNAMIC     Po16
 118    0050.56ba.004f    DYNAMIC     Po16
 118    0050.56ba.0088    DYNAMIC     Po16
 118    0050.56ba.00b6    DYNAMIC     Po16
 118    0050.56ba.00c7    DYNAMIC     Po16
 118    0050.56ba.00f4    DYNAMIC     Po16
 118    0050.56ba.0168    DYNAMIC     Po16
 118    0050.56ba.017c    DYNAMIC     Po16
 118    0050.56ba.019d    DYNAMIC     Po16
 118    0050.56ba.01a4    DYNAMIC     Po16
 118    0050.56ba.01b0    DYNAMIC     Po16
 118    0050.56ba.01b1    DYNAMIC     Po16
 118    0050.56ba.0271    DYNAMIC     Po16
 118    0050.56ba.067e    DYNAMIC     Po16
 118    0050.56ba.06ac    DYNAMIC     Po16
 118    0050.56ba.07d9    DYNAMIC     Po16
 118    0050.56ba.0bae    DYNAMIC     Po16
 118    0050.56ba.0f50    DYNAMIC     Po16
 118    0050.56ba.1158    DYNAMIC     Po16
 118    0050.56ba.146d    DYNAMIC     Po16
 118    0050.56ba.1667    DYNAMIC     Po16
 118    0050.56ba.170e    DYNAMIC     Po16
 118    0050.56ba.1852    DYNAMIC     Po16
 118    0050.56ba.18ff    DYNAMIC     Po16
 118    0050.56ba.1ae6    DYNAMIC     Po16
 118    0050.56ba.1be3    DYNAMIC     Po16
 118    0050.56ba.1cbf    DYNAMIC     Po16
 118    0050.56ba.1fbf    DYNAMIC     Po16
 118    0050.56ba.1fdb    DYNAMIC     Po16
 118    0050.56ba.21e8    DYNAMIC     Po16
 118    0050.56ba.223d    DYNAMIC     Po16
 118    0050.56ba.227b    DYNAMIC     Po16
 118    0050.56ba.2416    DYNAMIC     Po16
 118    0050.56ba.279a    DYNAMIC     Po16
 118    0050.56ba.27bb    DYNAMIC     Po16
 118    0050.56ba.2a48    DYNAMIC     Po16
 118    0050.56ba.2d1b    DYNAMIC     Po16
 118    0050.56ba.2dee    DYNAMIC     Po16
 118    0050.56ba.30c9    DYNAMIC     Po16
 118    0050.56ba.30d8    DYNAMIC     Po16
 118    0050.56ba.318d    DYNAMIC     Po16
 118    0050.56ba.3263    DYNAMIC     Po16
 118    0050.56ba.3341    DYNAMIC     Po16
 118    0050.56ba.345b    DYNAMIC     Po16
 118    0050.56ba.368f    DYNAMIC     Po16
 118    0050.56ba.37e8    DYNAMIC     Po16
 118    0050.56ba.3835    DYNAMIC     Po16
 118    0050.56ba.3860    DYNAMIC     Po16
 118    0050.56ba.39f6    DYNAMIC     Po16
 118    0050.56ba.3b10    DYNAMIC     Po16
 118    0050.56ba.401c    DYNAMIC     Po16
 118    0050.56ba.42d9    DYNAMIC     Po16
 118    0050.56ba.4463    DYNAMIC     Po16
 118    0050.56ba.4593    DYNAMIC     Po16
 118    0050.56ba.460d    DYNAMIC     Po16
 118    0050.56ba.4899    DYNAMIC     Po16
 118    0050.56ba.4945    DYNAMIC     Po16
 118    0050.56ba.4afa    DYNAMIC     Po16
 118    0050.56ba.4c33    DYNAMIC     Po16
 118    0050.56ba.4c94    DYNAMIC     Po16
 118    0050.56ba.4d8e    DYNAMIC     Po16
 118    0050.56ba.4ed3    DYNAMIC     Po16
 118    0050.56ba.4f7c    DYNAMIC     Po16
 118    0050.56ba.4fba    DYNAMIC     Po16
 118    0050.56ba.52ee    DYNAMIC     Po16
 118    0050.56ba.53ca    DYNAMIC     Po16
 118    0050.56ba.53e1    DYNAMIC     Po16
 118    0050.56ba.5561    DYNAMIC     Po16
 118    0050.56ba.577c    DYNAMIC     Po16
 118    0050.56ba.58d2    DYNAMIC     Po16
 118    0050.56ba.590a    DYNAMIC     Po16
 118    0050.56ba.5914    DYNAMIC     Po16
 118    0050.56ba.597a    DYNAMIC     Po16
 118    0050.56ba.59c9    DYNAMIC     Po16
 118    0050.56ba.5b92    DYNAMIC     Po16
 118    0050.56ba.5ebf    DYNAMIC     Po16
 118    0050.56ba.5f50    DYNAMIC     Po16
 118    0050.56ba.6169    DYNAMIC     Po16
 118    0050.56ba.6370    DYNAMIC     Po16
 118    0050.56ba.63bc    DYNAMIC     Po16
 118    0050.56ba.6637    DYNAMIC     Po16
 118    0050.56ba.6997    DYNAMIC     Po16
 118    0050.56ba.70b2    DYNAMIC     Po16
 118    0050.56ba.760f    DYNAMIC     Po16
 118    0050.56ba.796c    DYNAMIC     Po16
 118    0050.56ba.7993    DYNAMIC     Po16
 118    0050.56ba.7a72    DYNAMIC     Po16
 118    0050.56ba.7ac6    DYNAMIC     Po16
 118    0050.56ba.7af6    DYNAMIC     Po16
 118    0050.56ba.7afe    DYNAMIC     Po16
 118    0050.56ba.7b53    DYNAMIC     Po16
 118    0050.56ba.7db6    DYNAMIC     Po16
 118    e41f.132f.afd0    STATIC      Gi4/0/18 
 118    e41f.13ee.2acb    DYNAMIC     Po16
 119    588d.0927.03ab    DYNAMIC     Po16
 142    0008.e3ff.fd90    DYNAMIC     Po16
 142    0050.56ba.0221    DYNAMIC     Po16
 142    0050.56ba.05d8    DYNAMIC     Po16
 142    0050.56ba.05dc    DYNAMIC     Po16
 142    0050.56ba.06a3    DYNAMIC     Po16
 142    0050.56ba.06e2    DYNAMIC     Po16
 142    0050.56ba.0784    DYNAMIC     Po16
 142    0050.56ba.0a2f    DYNAMIC     Po16
 142    0050.56ba.0c47    DYNAMIC     Po16
